"","C002","C004","C005","C006","C007","C009","C010","C011","C012","C015","C016","C017","C019","C020","C021","C022","C024","C026","C028","C029","C030","C031","C032","C033","C034","P002","P012","P014","P027","P034","P037","P038","P041","P042","P049","P056","P058","P060","P064","P065","P070","P080","P085","P086","P089","P092","P099","P113","P013b","P100b"
"Bin.2.66"," 0.11725075"," 0.10384553"," 0.43522187"," 0.66965551"," 0.54166182"," 0.58018016"," 0.49745857"," 0.61936342"," 0.41633732"," 0.79659411"," 1.01506754","-0.32939153","-0.30215417"," 0.60394167"," 0.04489374"," 0.49780683"," 0.94281548"," 1.05128575","-0.07339896"," 0.21623616","-0.14383688"," 0.33988706"," 0.21856156"," 1.06575318","-0.35736610","-0.92346343","-0.25117464"," 0.02988209","-0.42362447","-0.60310769","-0.17778091","-0.50759497","-0.20051665"," 0.14257740","-0.48147343","-0.26002219","-0.41357363","-0.52748245","-0.11984402","-0.50108759","-0.55183948","-0.66122739","-0.45150545","-0.42207375"," 0.17846982","-0.65615433","-1.04750151"," 0.24312021","-0.17932834","-0.80134360"
"Bin.2.62"," 2.980944e-01","-7.910229e-02"," 6.863771e-02"," 2.567812e-01"," 5.835333e-02"," 4.168140e-01"," 5.271270e-02"," 3.409487e-01"," 2.443890e-01"," 1.861405e-01","-4.141832e-03"," 1.697134e-01","-1.898658e-01"," 1.035800e+00"," 1.076650e-01"," 3.097403e-01"," 7.560467e-02"," 8.861696e-02"," 6.704970e-01"," 7.011179e-04","-1.411106e-01","-5.098659e-02","-8.292383e-02"," 4.611649e-01"," 1.711745e-01","-4.365374e-01","-1.364717e-01","-4.246091e-01","-1.102740e-01","-5.440916e-01","-4.807094e-01","-1.112733e-01"," 7.486964e-02"," 3.000756e-01","-8.863772e-05","-4.103481e-01","-3.223903e-01","-4.119407e-01"," 5.428286e-01","-3.026161e-01","-1.230889e-01","-7.240886e-01","-3.019119e-01","-1.048622e-01"," 1.425364e-01","-1.676298e-01","-6.694758e-01"," 4.236745e-01"," 3.749224e-01","-5.419180e-01"
"Bin.2.58"," 0.219627204"," 0.032748267"," 0.279702855"," 0.409215588"," 0.615421430","-0.006533844"," 0.366996465"," 0.437264348"," 0.634738517"," 0.760796698","-0.361262565"," 0.949929033"," 0.064216193"," 0.539454968"," 0.195271825"," 0.163117419"," 0.636422351","-0.007803345"," 0.885879661","-0.328322951"," 0.230281448"," 0.407153898"," 0.051558040"," 0.399619897"," 0.544102963","-1.118624607","-0.151655393","-0.545966387","-0.293922012","-0.545561943","-0.258737177","-0.381532149","-0.100142096"," 0.374839084","-0.265701758"," 0.011975487","-0.184037679","-0.418774466"," 0.004607173","-0.393086178","-0.251216062","-1.129780082","-0.692797715","-0.253763832"," 0.500377796","-0.730466004","-0.960240508","-0.220021045"," 0.116451097","-0.231819909"
"Bin.2.54"," 0.14204243"," 0.09310108"," 0.39231810"," 0.55517692"," 0.27884001"," 0.51724675"," 0.25423032"," 0.44554650"," 0.52962109"," 0.62483965"," 0.97398038"," 0.31919009"," 0.02336321"," 0.36257342","-0.13693250"," 0.40891515"," 1.06129791"," 1.04920460"," 0.69959417"," 0.20264750","-0.26393817"," 0.21124766"," 0.61439031"," 0.98110654"," 0.17237239","-0.75307118","-0.37552394"," 0.09026046","-0.42442936","-0.50810468","-0.38039054","-0.42760032","-0.44729793","-0.28418853","-0.57291604","-0.24537793","-0.41915706","-0.48397878","-0.35779931","-0.37200600","-0.38474721","-0.78535184","-0.78435447","-0.40663662","-0.02787730","-0.60790271","-0.84453571"," 0.05548617","-0.29197525","-0.47249940"
"Bin.2.50"," 0.227706717"," 0.029946484"," 0.079679823"," 0.310305725","-0.121707572"," 0.500868649","-0.093310635"," 0.040744988"," 0.089153927"," 0.022977371"," 0.689403457","-0.275701736","-0.080824369"," 0.089244307","-0.065614838"," 0.222524994"," 0.002130438"," 0.048732797"," 0.590955776","-0.057963860","-0.405771538"," 0.048276444"," 0.006249706"," 0.849588915"," 0.389221894","-0.268358780"," 0.150009908","-0.293367717"," 0.021406323","-0.439272312","-0.473912160"," 0.173110612","-0.281611565"," 0.071394821","-0.478940452","-0.053599376","-0.315723140","-0.005357519","-0.004079298"," 0.218072707","-0.018672358","-0.630112226","-0.227014777"," 0.160610411"," 0.022647886","-0.002966686","-0.635921674"," 0.147416005"," 0.298813023","-0.271389520"
"Bin.2.46","-0.05573936"," 0.18310086"," 0.10928207"," 0.20199896","-0.07792542"," 0.32603216"," 0.19130428"," 0.17079971"," 0.03064041"," 0.09605371"," 0.16818796","-0.04219353"," 0.14929669"," 0.40782380","-0.20531956"," 0.16423794"," 0.38020625"," 0.24127982"," 0.28670477","-0.13931049","-0.37097104"," 0.20133734"," 0.02832499"," 0.46395284"," 0.17324572","-0.57853744","-0.16039371","-0.14498652","-0.18446063","-0.57619054","-0.59528013","-0.42728057","-0.03563954"," 0.25426202","-0.43386849","-0.12903878","-0.37830120","-0.10977072"," 0.11773659","-0.16212521","-0.20076691"," 0.33226625","-0.26935506"," 0.14398994"," 0.13426599"," 0.49821867","-0.69800842"," 0.46060358"," 0.60646475","-0.54615476"
"Bin.2.42","-0.09003289"," 0.03665480","-0.05835375"," 0.28872609","-0.02189037"," 0.24748145","-0.06629147"," 0.09581780","-0.19013987"," 0.06184093"," 0.03569260"," 0.02346020","-0.20670672"," 0.01591038","-0.24140032","-0.05187717"," 0.04802538"," 0.06855159"," 0.09132816","-0.19502894","-0.44915335","-0.02222587","-0.20081504"," 0.42238676","-0.26969592"," 0.93221515","-0.09996900","-0.09866801","-0.10714961","-0.39433315","-0.47712200","-0.27629221","-0.01702779"," 0.41737217","-0.36862981"," 0.05277734","-0.17396867","-0.11699024"," 0.14284281","-0.13323071","-0.06589291"," 0.84334044","-0.05903019"," 0.03692864"," 0.23845865"," 0.51342055","-0.64061538"," 0.44064265"," 0.21774398","-0.17908718"
"Bin.2.38","-0.046309264"," 0.027193428"," 0.125925955"," 0.225316978","-0.239134328","-0.003458621","-0.140960306","-0.146184158"," 0.049941607","-0.059173853","-0.161210246","-0.022051203","-0.256294209","-0.006541406","-0.030808068"," 0.073969144","-0.166325874","-0.152744174"," 0.214674493","-0.066524900","-0.339613071"," 0.053586892","-0.375398826"," 0.165800754","-0.025883217"," 0.758582212"," 0.061669459","-0.126506453"," 0.084427192","-0.230547429","-0.690167909"," 0.074949420"," 0.245370720"," 0.199974349","-0.172123699","-0.169599065"," 0.025405115","-0.098494218"," 0.311373592","-0.052320464"," 0.113567950"," 0.502405977"," 0.199189394"," 0.135681489"," 0.243938023","-0.203603147","-0.629955210"," 0.344870062"," 0.258731971"," 0.115387137"
"Bin.2.34"," 0.52530038"," 0.07476102","-0.44625176","-0.28430410"," 0.47949053","-0.34605883"," 0.32766229"," 0.08681899"," 0.26960914"," 0.30500112","-0.27770885"," 0.88767822","-0.46273248","-0.24979973","-0.10840857"," 0.37944511","-0.44973390"," 0.22594396"," 0.51454458"," 0.08797390"," 0.08917160","-0.42431920","-0.18735526"," 0.45560009","-0.11068776","-0.11122377","-0.22007385"," 0.01882872"," 0.29545687"," 0.69610385","-0.23432744","-0.24784570","-0.21196441","-0.20216962"," 0.31390915"," 0.13699679","-0.12749265","-0.15142946","-0.04295219","-0.24207706"," 0.52989430","-0.11308635","-0.26642357","-0.22455685","-0.25289246","-0.40182499"," 0.40865452","-0.30352903","-0.15922136","-0.24839393"
"Bin.2.30","-0.17620424","-0.27712456","-0.35474891","-0.08098983"," 0.05746591"," 0.16995094","-0.20369610","-0.21784970"," 0.02535111","-0.28687891","-0.48289304"," 0.12873358","-0.60668694","-0.29170140","-0.27105119"," 0.15832505","-0.50882235","-0.33410662"," 0.26522352","-0.40459070","-0.34010318","-0.35511947","-0.51470295","-0.12429214","-0.02378179","-0.39844748"," 0.27735528","-0.15607804"," 0.17007115"," 0.36743642","-0.36529211"," 0.18921924"," 0.46247643"," 0.15275437"," 0.06236709"," 0.17938612"," 0.13619134"," 0.20001333"," 0.31055545"," 0.12787406"," 0.71184396"," 1.14437695"," 0.04883469"," 0.26601337"," 0.24752661"," 0.19736698","-0.13311191"," 0.34175113"," 0.20562761"," 0.30418186"
"Bin.2.26"," 0.16554628","-0.20978984","-0.49104697","-0.20515593"," 0.25217827","-0.09558521"," 0.01671940","-0.10832416"," 0.07999341","-0.04083742","-0.42844904"," 0.36262383","-0.64097164","-0.46764567","-0.41123988"," 0.05527847","-0.72173607","-0.23499511"," 0.02868150","-0.38774754","-0.17939284","-0.30886293","-0.45571052"," 0.03239451","-0.19202872"," 0.30844535"," 0.01839833","-0.14127946"," 0.06231661"," 0.65005980","-0.11573416","-0.15842515"," 0.65964985"," 0.21479015"," 0.07904771"," 0.15182254"," 0.37618560"," 0.39084091"," 0.15149705","-0.20865023"," 0.69535912"," 0.19442890","-0.13281594"," 0.02001521"," 0.35434030"," 0.68872300"," 0.28475090"," 0.20875164","-0.14554014","-0.02087408"
"Bin.2.22"," 0.41038621","-0.21125765"," 0.17883925"," 0.21218605","-0.18760645"," 0.22259006","-0.31174737","-0.25678654","-0.23371547","-0.08775924","-0.41397419","-0.41670455","-0.48424257","-0.13811570","-0.29370200","-0.22544126","-0.43351708","-0.61126238"," 0.30521201","-0.21782092","-0.39148321","-0.22997884","-0.46641598","-0.05313172"," 0.12124104"," 0.29493854"," 0.25904433"," 0.17606405"," 0.18333295"," 0.17391514","-0.04538293"," 0.35815622"," 0.25540831"," 0.35862945","-0.27745367","-0.02466976","-0.17011048","-0.04604378"," 0.26311092"," 0.12386430"," 0.17327440"," 0.89579476"," 0.33832245"," 0.30623838"," 0.14313276"," 0.17014203","-0.36984617"," 0.68684703"," 0.02317620","-0.03567691"
"Bin.2.18"," 0.42941273","-0.01713275"," 0.06171811","-0.07819956"," 0.77125856"," 0.53524026","-0.38034889","-0.15525230","-0.29093163"," 0.10780442","-0.02232755","-0.16676841","-0.05730940"," 0.92452143"," 0.02479069"," 0.05312135","-0.27761698","-0.59338986"," 0.39679133"," 0.05835210","-0.36609771","-0.25007620","-0.12799901"," 0.06143477"," 0.31418225","-0.56271635"," 0.13604739","-0.19251315"," 0.20602154","-0.57144779","-0.63628295"," 1.40045682","-0.38235816"," 0.34584921"," 0.03267502"," 0.10584597","-0.25780671","-0.14784356"," 0.49604820"," 0.17621766","-0.07936032","-0.46395572"," 0.06103235"," 0.14853117","-0.20407982","-0.21196175","-0.51567067"," 0.27189502"," 0.16405394","-0.27385506"
"Bin.2.14","-0.13516585","-0.15570763","-0.39513773","-0.07760262"," 0.33482605"," 0.17770370"," 0.00107905","-0.12672664"," 0.04479073","-0.02954794","-0.22281223","-0.19111491","-0.11736481"," 0.17920708","-0.45080095"," 0.04324345","-0.27401881","-0.07105641"," 0.25205074","-0.45935597","-0.49019166","-0.07452146","-0.31181488"," 0.23639591"," 0.12481546"," 0.07287255"," 0.09040810","-0.05901886","-0.09757287","-0.06901966","-0.46904631"," 0.56983007"," 0.30948841"," 0.05951587","-0.26247256","-0.12647366","-0.12562915"," 0.15661954","-0.02200004","-0.12431353"," 0.26288122"," 0.49967905"," 0.08807506"," 0.34515511"," 0.19879128"," 0.35942688","-0.44214262"," 0.32404651"," 0.67185165","-0.02212373"
"Bin.2.10","-0.16007822","-0.18724167","-0.19819733","-0.37233221","-0.05104653","-0.25878576","-0.05571521","-0.18953110","-0.16101211","-0.13480449","-0.27299947"," 0.02246460","-0.25577428","-0.21047476","-0.12075782","-0.10073500","-0.33720584","-0.28474666","-0.33796862","-0.33140412","-0.27014580","-0.17447364","-0.34926755"," 0.14639060","-0.22952237","-0.21671428"," 0.23060498"," 0.02547175"," 0.10070203"," 0.44173928","-0.40171944"," 0.08603023"," 0.60686023"," 0.14343319"," 0.13569233"," 0.08474488"," 0.19552440"," 0.27543844"," 0.40134822"," 0.07442748"," 0.37074260","-0.22663831"," 0.45403494"," 0.46625385"," 0.47811709"," 0.28718346","-0.10425981"," 0.15494825"," 0.31552245"," 0.49587709"
"Bin.2.06"," 0.0402824115","-0.0937704178"," 0.2014936692","-0.1858096135","-0.4018961413","-0.0479136720","-0.0333288604","-0.0490455201","-0.3640238795","-0.3831263391","-0.2077255550","-0.3998842634","-0.0276653159","-0.0453097209","-0.0383821301","-0.2139582921"," 0.4627585370","-0.2400779640","-0.3390405769"," 0.0126071645","-0.2733816797"," 0.0001841769","-0.1660582988"," 0.0126973113","-0.4928808353","-0.7213618411"," 0.2988883152"," 0.2542933645"," 0.2119397392"," 0.0966424601","-0.2002793983"," 0.3027788475"," 0.2122860242"," 0.2443985714"," 0.1652925563"," 0.1648663948"," 0.0486996662"," 0.1408971271"," 0.6011227101"," 0.4077994103"," 0.0984781833","-0.5247911502"," 0.3991591226"," 0.3822138904"," 0.5017467529","-0.0452354985","-0.2935768937"," 0.1390885125"," 0.1706905795"," 0.2172183593"
"Bin.2.02","-0.259041772","-0.294116737"," 0.298387723","-0.059786897","-0.402565190","-0.052349538","-0.037839879","-0.023310342","-0.368270265","-0.150350928","-0.341107722","-0.352715374","-0.113788996","-0.139804033","-0.210687026","-0.127771122","-0.045623697"," 0.086680070","-0.185087405","-0.055995709","-0.377973759","-0.070482912","-0.340681534"," 0.604742880","-0.251229294","-0.161054138"," 0.325258299"," 0.188842133","-0.077357262","-0.053274014","-0.151379310"," 0.196660381"," 0.325463247"," 0.250236051"," 0.049709050"," 0.199734133"," 0.125714923"," 0.005859519"," 0.266331015"," 0.311956117","-0.076310662","-0.463989082"," 0.784330942"," 0.387436702"," 0.345529516"," 0.150926810","-0.172552026"," 0.389635821"," 0.065041001"," 0.058020290"
"Bin.1.98","-0.108976903","-0.240615392"," 0.309923231","-0.047977409","-0.173423382","-0.007376486","-0.206174086","-0.215164984","-0.310998546","-0.066888737","-0.182971393","-0.248229160","-0.069047442","-0.144245168","-0.033766205","-0.029406016","-0.245452637","-0.410754577","-0.328247813"," 0.084951190","-0.433034780","-0.262092388","-0.220215993"," 0.106066592","-0.430376547","-0.283678246"," 0.427536234","-0.012584275"," 0.111792939"," 0.131039596","-0.229328449"," 0.359311803"," 0.452969356"," 0.407283916"," 0.101970937"," 0.199664930"," 0.186996494"," 0.111856126"," 0.259772079"," 0.328465624","-0.017123520","-0.587912750"," 0.675732154"," 0.163027305"," 0.429737431"," 0.198835631","-0.246197163"," 0.233632960"," 0.362865702"," 0.148828218"
"Bin.1.94"," 0.858288340","-0.122179763","-0.129751242","-0.261338529"," 0.110380101","-0.157782719","-0.106018574","-0.269235036","-0.099646390","-0.202165870","-0.255152653"," 0.067264628","-0.031845333","-0.345453632","-0.255639479"," 0.062923549","-0.469614190","-0.313703526","-0.224412961","-0.204436765","-0.344602040","-0.174063131","-0.292359234","-0.027104762","-0.407153631","-0.186798410"," 0.264484119","-0.175622823"," 0.056220300"," 0.521609466","-0.284801829","-0.152426076"," 0.611765280"," 0.287578342"," 0.328148443"," 0.409014355"," 0.195849296"," 0.249273447"," 0.167591714"," 0.001027777"," 0.420445468","-0.427261519"," 0.166493382"," 0.136871139"," 0.339485671"," 0.269431687","-0.074173359","-0.045657210"," 0.410832157"," 0.105422023"
"Bin.1.90"," 0.25699810","-0.23121006","-0.17094331","-0.07748746","-0.09631493","-0.21701349","-0.18991566","-0.29661807","-0.11153209","-0.24923457","-0.14245925","-0.04747436"," 0.35891033","-0.20231910","-0.20868531","-0.12929707","-0.64125616","-0.26347015","-0.48312627","-0.04266497","-0.39772757","-0.10527667","-0.34757829"," 0.18930419","-0.46859507"," 1.05332255"," 0.28434216","-0.07637334"," 0.09247246"," 0.25246734","-0.22857873","-0.02104080"," 0.43981612"," 0.31009276"," 0.10247676"," 0.15891201"," 0.22147646"," 0.10728076"," 0.17616901","-0.05550411"," 0.22215008","-0.15341343"," 0.22097595"," 0.11405147"," 0.26269110"," 0.21650985","-0.11370799"," 0.08480781"," 0.50760729"," 0.13598371"
"Bin.1.86","-0.03219403","-0.20367458"," 0.09279427","-0.05495016"," 0.04550618","-0.12048624","-0.34647848","-0.32628972","-0.23362196","-0.18760027","-0.14809261","-0.16537524","-0.14043501"," 0.03633452","-0.03412589"," 0.01406954","-0.40206666","-0.47638403","-0.30056240"," 0.10649503","-0.34531687","-0.30690424","-0.14825139"," 0.10921050","-0.46452131","-0.46224127"," 0.53116113"," 0.11551140"," 0.27358076"," 0.12719690","-0.20846118"," 0.57894128"," 0.45418736"," 0.50532361"," 0.13011139"," 0.19467811"," 0.16967518"," 0.06410520"," 0.27749964"," 0.13073732"," 0.11595599","-0.49669158"," 0.52827957"," 0.21596251"," 0.41898521","-0.09652735","-0.23079716","-0.06485908"," 0.55416813"," 0.20643801"
"Bin.1.82"," 0.451956483","-0.156179309"," 0.181907920"," 0.179125829","-0.302207482","-0.214707781","-0.254105043","-0.213674289","-0.114909036","-0.289174270","-0.190394830","-0.426311330","-0.212889742","-0.170943626","-0.045769799"," 0.054152243","-0.200546134","-0.431797427","-0.245360252"," 0.012405474","-0.303598005","-0.139660121","-0.243932873"," 0.009676063","-0.251144103","-0.569514183"," 0.592681509"," 0.069478846"," 0.283561026"," 0.217634280","-0.069647767"," 0.226300724"," 0.493778538"," 0.374833608"," 0.071701324"," 0.197372202"," 0.039061008"," 0.125311853"," 0.308705817"," 0.317926861"," 0.042440704","-0.708502785"," 0.492560687"," 0.285297574"," 0.465989899","-0.066081758","-0.190566831","-0.064406025"," 0.464025129"," 0.118139203"
"Bin.1.78"," 0.306586295","-0.268057276"," 0.136710089","-0.028499447","-0.277073378","-0.160235904","-0.232360029","-0.224909505","-0.004282153","-0.217618425"," 0.184653215","-0.537181713","-0.006079377","-0.152444595","-0.062204240"," 0.027947964","-0.513375822","-0.531530357","-0.218355675"," 0.100441112","-0.382901743","-0.189687147","-0.333181285","-0.072171526","-0.256433805","-0.449944901"," 0.679476721"," 0.019623023"," 0.207880417"," 0.070310416","-0.081269744"," 0.242884610"," 0.498964579"," 0.347929510"," 0.083282488"," 0.066044655"," 0.162739232"," 0.087614757"," 0.328882245"," 0.298594654"," 0.141983202","-0.615156931"," 0.469277641"," 0.295465587"," 0.458688633"," 0.133323262","-0.286450821","-0.028710280"," 0.558584659"," 0.222227110"
"Bin.1.74","-0.239211700","-0.279000097","-0.154958226","-0.021638230","-0.138575379","-0.139642565","-0.278439684","-0.343965322"," 0.142874741","-0.394337556","-0.215091082","-0.407298556"," 0.544777584","-0.135103378","-0.142922496","-0.060848183","-0.445786114","-0.230118533","-0.446403568","-0.231843907","-0.505680423","-0.038120119","-0.302217545","-0.041086149","-0.130617823","-0.563826793"," 0.681596935","-0.018971222"," 0.041666064","-0.018149545","-0.144888738"," 0.305995480"," 0.555175083"," 0.277053410"," 0.084294783"," 0.160327034"," 0.135624649"," 0.122542316"," 0.385435393"," 0.208201199","-0.024805408"," 0.006862638"," 0.546169922"," 0.438576071"," 0.503866514","-0.024868569","-0.343397545"," 0.106150210"," 0.846503949"," 0.368120479"
"Bin.1.70","-0.15651122","-0.32012447","-0.12416631","-0.12810985","-0.25075822","-0.23408641","-0.32067628","-0.39194893"," 0.07015300","-0.31511316","-0.25438548","-0.48014885"," 0.26852439","-0.15375189","-0.06117244","-0.05088925","-0.50659114","-0.30838880","-0.51077327","-0.21579388","-0.40943915","-0.20578694","-0.33142697","-0.04747259","-0.41130213","-0.52906967"," 0.75107494"," 0.08634891"," 0.14436965"," 0.08029061","-0.20237011"," 0.43401605"," 0.56467426"," 0.35740623"," 0.28159048"," 0.15076334"," 0.15608439"," 0.21074640"," 0.40152838"," 0.31796332","-0.01679627","-0.05509318"," 0.74760243"," 0.52554319"," 0.48336606","-0.09586980","-0.24327711"," 0.21516421"," 0.64749530"," 0.43658823"
"Bin.1.66"," 0.063726326","-0.197541323","-0.044516951","-0.056740764","-0.252827866","-0.050067518","-0.258912023","-0.372607807"," 0.085925829","-0.199438458","-0.121778532","-0.610824553","-0.102023387","-0.168804572","-0.097195484"," 0.035803914","-0.579452303","-0.513185280","-0.321231071","-0.039281876","-0.398365760","-0.285377815","-0.195842900","-0.165495696","-0.013198671"," 0.074794633"," 0.641449054"," 0.078080458"," 0.204992860"," 0.029751553","-0.362259266"," 0.412457179"," 0.427163250"," 0.344416723"," 0.209481425","-0.004858796"," 0.269246534"," 0.124802566"," 0.383770373"," 0.196788174","-0.033119483","-0.332289965"," 0.758590804"," 0.375373603"," 0.326635350"," 0.102963703","-0.260067098"," 0.174304210"," 0.411233920"," 0.305552777"
"Bin.1.62"," 0.02288386","-0.23407745"," 0.04077838"," 0.11738095","-0.20321741","-0.08898990","-0.29145823","-0.46724151"," 0.19409326","-0.10395816","-0.24739289","-0.47628863","-0.14103939","-0.09601968","-0.11474795"," 0.05590495","-0.61330902","-0.47569924","-0.42742600","-0.16288423","-0.28227286","-0.24676379","-0.32814581","-0.07516751","-0.32766599","-0.16973148"," 0.60307902"," 0.09388245"," 0.14606745"," 0.14372585","-0.34992763"," 0.35458513"," 0.45325252"," 0.36390291"," 0.18905636","-0.04107056"," 0.14879837"," 0.10629013"," 0.39383573"," 0.13744916","-0.09074126"," 0.16149236"," 0.79338862"," 0.25832524"," 0.37689527"," 0.05751653","-0.23266841"," 0.24725214"," 0.51082426"," 0.31724409"
"Bin.1.58"," 0.221175245","-0.185754771"," 0.206150452"," 0.152275998","-0.094465353","-0.083240000","-0.264219610","-0.414803927"," 0.129112771","-0.028919664","-0.196675172","-0.428916719","-0.225423951","-0.206246768","-0.118722802"," 0.013056740","-0.558442790","-0.585283034","-0.357591355","-0.199413694","-0.307051404","-0.057338381","-0.340778831","-0.116163816","-0.106667130","-0.388108117"," 0.634499197","-0.004471843"," 0.140384671"," 0.169629361","-0.147563957"," 0.295235475"," 0.528605166"," 0.407476634"," 0.070269689","-0.073617183"," 0.061026560"," 0.050444835"," 0.353882324"," 0.165991553","-0.023700218","-0.381325560"," 0.646350628"," 0.187203563"," 0.438079725","-0.044908002","-0.266805846"," 0.342103059"," 0.605497368"," 0.388168883"
"Bin.1.54"," 0.08132146","-0.24118985"," 0.10070963"," 0.05856455","-0.11215912","-0.16858918","-0.27519064","-0.46785527"," 0.05179013","-0.02143728","-0.19379656","-0.42841712","-0.02484373","-0.25943456","-0.18706162","-0.05184800","-0.53180338","-0.47016361","-0.27439219","-0.19618037","-0.33120982","-0.01459684","-0.40489512"," 0.05443867","-0.03223244","-0.42830007"," 0.64001529","-0.11924383"," 0.06451950"," 0.01880670"," 1.34431869"," 0.23169787"," 0.48961772"," 0.26747176","-0.01404663","-0.05368663","-0.04126258"," 0.01678436"," 0.32620778"," 0.09688066","-0.06527250","-0.18143693"," 0.43068374"," 0.16587778"," 0.43298251","-0.08877947","-0.36709262"," 0.23631434"," 0.64876124"," 0.28865358"
"Bin.1.50","-0.070650225","-0.275152167"," 0.014230836","-0.163724303","-0.172414828","-0.343577507","-0.061147223","-0.520723519","-0.159518958","-0.084457128"," 0.030782083","-0.174626424"," 0.244601634","-0.394496188","-0.212056188"," 0.133612289","-0.250082412","-0.212803207","-0.227036186","-0.268096134","-0.404762166"," 0.051435707","-0.200557805","-0.048238109"," 0.051582931","-0.099968121"," 0.629895793","-0.108930615","-0.066746800","-0.122480892","-0.254445138","-0.001667928"," 0.550036419"," 0.095356010","-0.075720385","-0.060306585"," 0.174179824"," 0.112449040"," 0.202452133"," 0.285744153","-0.087493288"," 0.529721581"," 0.235202472"," 0.291549237"," 0.501105334","-0.022648773","-0.563088597","-0.080322488"," 1.204770937"," 0.449231873"
"Bin.1.46","-0.05197705","-0.27989391","-0.05046947","-0.11543996","-0.28395412","-0.06774458","-0.08669181","-0.44425263","-0.28346309","-0.14955629"," 0.14055713","-0.20382526"," 0.11832742","-0.40106214","-0.35608555"," 0.14498141","-0.45396191","-0.22660544","-0.26857448","-0.24400258","-0.42521587","-0.16440615","-0.45436216"," 0.02967605"," 0.14915872"," 0.39356036"," 0.55782871"," 0.01288889","-0.01971032"," 0.03672782","-0.18212547"," 0.07172363"," 0.59196567"," 0.15548112","-0.01672490","-0.05726285"," 0.26115937"," 0.09666739"," 0.11587451"," 0.35411269"," 0.17777269"," 1.05486724"," 0.36937088"," 0.21203372"," 0.27589485","-0.02874447","-0.47142798","-0.09638310"," 0.45632951"," 0.10696379"
"Bin.1.42"," 0.22889577","-0.31239196","-0.10065717","-0.02495751","-0.23118037","-0.13724609","-0.30214402","-0.43189931","-0.29629091","-0.28419081","-0.12530293","-0.30932513","-0.09111001","-0.23897367","-0.17901145"," 0.02427623","-0.45306670","-0.38215883","-0.35491134","-0.23994247","-0.27962085","-0.22310281","-0.46908312"," 0.03688185","-0.32123631","-0.21615144"," 0.68731958"," 0.05568510"," 0.09619046"," 0.13650497","-0.26804544"," 0.32756367"," 0.61504638"," 0.30693059"," 0.23856244"," 0.02741929"," 0.13332817"," 0.12918453"," 0.39554957"," 0.23749206"," 0.08854886"," 0.78833913"," 0.56644639"," 0.35586280"," 0.45621043","-0.02066058","-0.40212515","-0.06403077"," 0.55658912"," 0.26998975"
"Bin.1.38"," 0.221694028","-0.106311983"," 0.045884196"," 0.114380099","-0.250842635","-0.147033012","-0.319004628","-0.362648123","-0.194194398","-0.089032344","-0.215788540","-0.297594077","-0.010664603","-0.012616586","-0.005077368","-0.083748224","-0.221801638","-0.419455444","-0.400802224","-0.218248866","-0.429351424","-0.259898847","-0.450246556"," 0.024935715","-0.357691724"," 0.631483552"," 0.635534789","-0.039710438"," 0.391920442","-0.032983150","-0.064110276"," 0.269038012"," 0.440779897"," 0.253039156"," 0.129086189"," 0.449813987","-0.041394398"," 0.167793782"," 0.356705080"," 0.321255812","-0.036043861","-0.497612056"," 0.447656651"," 0.235212852"," 0.323102106","-0.181051068","-0.451414206"," 0.034325714"," 0.400483986"," 0.302246651"
"Bin.1.34"," 0.18863088","-0.32413538"," 0.19491392","-0.12286132"," 0.01130382","-0.08831540","-0.21100110","-0.20294934","-0.31260626","-0.15136672","-0.19715264","-0.23502191","-0.34479407","-0.19779636","-0.51473675"," 0.03114301","-0.23203421","-0.15570701"," 0.05001835","-0.19798288","-0.39856610","-0.05723364","-0.30301752"," 0.19964254","-0.06497232"," 1.51877172"," 0.08901832"," 0.22131593","-0.10416072","-0.17957734"," 0.44839875","-0.14479136"," 0.37937717"," 0.04876353","-0.38618663","-0.05064189"," 0.04824736"," 0.03647570"," 0.28289111"," 0.11823044","-0.17433348"," 1.13909553"," 0.09851382"," 0.02018573","-0.06343584","-0.27977754","-0.39175286"," 0.67467916"," 0.39426323","-0.10697145"
"Bin.1.30"," 0.4832761478","-0.1121496942"," 0.5211260346","-0.2277767727"," 0.0249115893"," 0.0555078898","-0.2110036673","-0.3142464828","-0.1966890379","-0.0527440919","-0.2275431938","-0.1450850232","-0.1715028081","-0.0607403894","-0.2843072748","-0.2500430006","-0.2658335022","-0.4407453305"," 0.2316831615","-0.1897637042","-0.2636678477"," 0.1313086367","-0.3096567525"," 0.3112838965"," 0.3694118892"," 1.3642831045"," 0.2633293589","-0.1637960996","-0.0506552873","-0.0421431584","-0.1037022738"," 0.2834360920"," 0.0783289619"," 0.1608792940","-0.5085438734","-0.0634711434","-0.2044314796","-0.2428058322"," 0.4217643941","-0.1495209583","-0.0957429887"," 0.0169967053"," 0.1825522829","-0.0621610197"," 0.2898412175","-0.3544612581","-0.5115920215"," 0.9675702272"," 0.1181936722"," 0.0008414118"
